event,mid,best_ask,best_bid,buy_market_vol,sell_market_vol,buy_limit_vol,sell_limit_vol,buy_cancel_vol,sell_cancel_vol,lvl0_ask_p,lvl0_ask_v,lvl0_bid_p,lvl0_bid_v,lvl1_ask_p,lvl1_ask_v,lvl1_bid_p,lvl1_bid_v,lvl2_ask_p,lvl2_ask_v,lvl2_bid_p,lvl2_bid_v,lvl3_ask_p,lvl3_ask_v,lvl3_bid_p,lvl3_bid_v,lvl4_ask_p,lvl4_ask_v,lvl4_bid_p,lvl4_bid_v,lvl5_ask_p,lvl5_ask_v,lvl5_bid_p,lvl5_bid_v,lvl6_ask_p,lvl6_ask_v,lvl6_bid_p,lvl6_bid_v,lvl7_ask_p,lvl7_ask_v,lvl7_bid_p,lvl7_bid_v,lvl8_ask_p,lvl8_ask_v,lvl8_bid_p,lvl8_bid_v,lvl9_ask_p,lvl9_ask_v,lvl9_bid_p,lvl9_bid_v
210,12.315001,12.34,12.29,62.0,1.0,10.0,50.0,24.0,76.0,12.34,17100.0,12.29,19700.0,12.35,1500.0,12.28,10100.0,12.36,1900.0,12.27,8000.0,12.37,6800.0,12.26,12500.0,12.38,18200.0,12.25,16200.0,12.39,2200.0,12.24,5500.0,12.4,6200.0,12.23,5700.0,12.41,7700.0,12.22,12500.0,12.42,15000.0,12.21,18800.0,12.43,14300.0,12.2,6600.0
211,12.315001,12.32,12.31,4.0,16.0,78.0,52.0,42.0,36.0,12.32,4400.0,12.31,8100.0,12.33,16100.0,12.3,19800.0,12.34,8400.0,12.29,4300.0,12.35,1000.0,12.28,2400.0,12.36,13100.0,12.27,12200.0,12.37,13200.0,12.26,1400.0,12.38,9300.0,12.25,4400.0,12.39,7300.0,12.24,12800.0,12.4,6200.0,12.23,13500.0,12.41,6400.0,12.22,10600.0
212,12.315001,12.32,12.31,48.0,70.0,35.0,54.0,74.0,21.0,12.32,9700.0,12.31,8200.0,12.33,3300.0,12.3,11900.0,12.34,19800.0,12.29,13200.0,12.35,15100.0,12.28,16200.0,12.36,1700.0,12.27,16000.0,12.37,5600.0,12.26,13600.0,12.38,19600.0,12.25,17900.0,12.39,8800.0,12.24,16900.0,12.4,12700.0,12.23,3500.0,12.41,5500.0,12.22,19100.0
213,12.315001,12.32,12.31,75.0,68.0,76.0,57.0,60.0,52.0,12.32,18300.0,12.31,17900.0,12.33,8200.0,12.3,7000.0,12.34,16300.0,12.29,1300.0,12.35,18000.0,12.28,12400.0,12.36,13000.0,12.27,9300.0,12.37,19600.0,12.26,15200.0,12.38,2000.0,12.25,10900.0,12.39,17300.0,12.24,2400.0,12.4,15000.0,12.23,5600.0,12.41,10600.0,12.22,17700.0
214,12.309999,12.32,12.3,49.0,6.0,72.0,8.0,70.0,19.0,12.32,10300.0,12.3,1700.0,12.33,1300.0,12.29,14900.0,12.34,18600.0,12.28,6500.0,12.35,18700.0,12.27,9600.0,12.36,2100.0,12.26,11000.0,12.37,19500.0,12.25,5700.0,12.38,19200.0,12.24,13300.0,12.39,8500.0,12.23,14100.0,12.4,8600.0,12.22,2600.0,12.41,17500.0,12.21,8100.0
215,12.315001,12.32,12.31,0.0,77.0,9.0,78.0,31.0,20.0,12.32,11700.0,12.31,15100.0,12.33,2500.0,12.3,14700.0,12.34,7900.0,12.29,11300.0,12.35,9600.0,12.28,15700.0,12.36,4500.0,12.27,3000.0,12.37,8800.0,12.26,3200.0,12.38,5600.0,12.25,13400.0,12.39,16500.0,12.24,14100.0,12.4,7000.0,12.23,16400.0,12.41,8700.0,12.22,4400.0
216,12.315001,12.32,12.31,13.0,17.0,40.0,58.0,4.0,27.0,12.32,15300.0,12.31,10800.0,12.33,8000.0,12.3,13500.0,12.34,14700.0,12.29,5200.0,12.35,3200.0,12.28,10800.0,12.36,1900.0,12.27,13100.0,12.37,9300.0,12.26,5000.0,12.38,12300.0,12.25,8100.0,12.39,8300.0,12.24,5100.0,12.4,13800.0,12.23,18100.0,12.41,12700.0,12.22,5400.0
217,12.32,12.33,12.31,17.0,38.0,50.0,25.0,71.0,25.0,12.33,16800.0,12.31,3200.0,12.34,6500.0,12.3,1600.0,12.35,17100.0,12.29,1800.0,12.36,11300.0,12.28,4600.0,12.37,5000.0,12.27,12500.0,12.38,16200.0,12.26,1300.0,12.39,4000.0,12.25,6400.0,12.4,18900.0,12.24,2100.0,12.41,4300.0,12.23,8600.0,12.42,7100.0,12.22,1900.0
218,12.315001,12.34,12.29,30.0,48.0,34.0,32.0,75.0,8.0,12.34,11200.0,12.29,12500.0,12.35,4300.0,12.28,14000.0,12.36,2000.0,12.27,14800.0,12.37,5900.0,12.26,5200.0,12.38,4700.0,12.25,17500.0,12.39,10500.0,12.24,14100.0,12.4,4800.0,12.23,2000.0,12.41,1700.0,12.22,9300.0,12.42,7200.0,12.21,15500.0,12.43,15900.0,12.2,6900.0
219,12.315001,12.34,12.29,6.0,10.0,55.0,16.0,52.0,13.0,12.34,9200.0,12.29,8200.0,12.35,13800.0,12.28,12900.0,12.36,13300.0,12.27,2000.0,12.37,7400.0,12.26,19300.0,12.38,7400.0,12.25,4300.0,12.39,4700.0,12.24,1500.0,12.4,15800.0,12.23,1100.0,12.41,12300.0,12.22,8500.0,12.42,2700.0,12.21,17800.0,12.43,15000.0,12.2,16500.0
220,12.315001,12.32,12.31,63.0,30.0,35.0,48.0,38.0,67.0,12.32,18700.0,12.31,18300.0,12.33,14300.0,12.3,11100.0,12.34,14200.0,12.29,9500.0,12.35,4400.0,12.28,8300.0,12.36,9800.0,12.27,1800.0,12.37,17100.0,12.26,18200.0,12.38,8900.0,12.25,10400.0,12.39,16900.0,12.24,9600.0,12.4,14000.0,12.23,10700.0,12.41,6100.0,12.22,16000.0
221,12.315001,12.34,12.29,79.0,22.0,69.0,74.0,9.0,48.0,12.34,4600.0,12.29,5200.0,12.35,14100.0,12.28,14400.0,12.36,19100.0,12.27,14500.0,12.37,1400.0,12.26,17100.0,12.38,8800.0,12.25,1100.0,12.39,12000.0,12.24,4200.0,12.4,8900.0,12.23,9900.0,12.41,2400.0,12.22,17100.0,12.42,10600.0,12.21,19300.0,12.43,9800.0,12.2,12300.0
222,12.32,12.33,12.31,30.0,28.0,50.0,32.0,62.0,17.0,12.33,16400.0,12.31,5000.0,12.34,18200.0,12.3,4500.0,12.35,19900.0,12.29,13100.0,12.36,10800.0,12.28,4900.0,12.37,11800.0,12.27,11500.0,12.38,19600.0,12.26,16800.0,12.39,10100.0,12.25,8400.0,12.4,8300.0,12.24,8100.0,12.41,1200.0,12.23,1600.0,12.42,15200.0,12.22,5800.0
223,12.315001,12.33,12.3,3.0,27.0,39.0,76.0,78.0,67.0,12.33,8800.0,12.3,14200.0,12.34,12500.0,12.29,7800.0,12.35,15200.0,12.28,4000.0,12.36,9900.0,12.27,3000.0,12.37,11100.0,12.26,2800.0,12.38,18800.0,12.25,13500.0,12.39,5600.0,12.24,12600.0,12.4,7600.0,12.23,10800.0,12.41,4100.0,12.22,10500.0,12.42,3000.0,12.21,3900.0
224,12.309999,12.32,12.3,52.0,36.0,68.0,58.0,38.0,1.0,12.32,12000.0,12.3,10500.0,12.33,6500.0,12.29,2100.0,12.34,9000.0,12.28,18500.0,12.35,14400.0,12.27,2100.0,12.36,18800.0,12.26,9000.0,12.37,11900.0,12.25,1000.0,12.38,6800.0,12.24,15900.0,12.39,7200.0,12.23,4100.0,12.4,2700.0,12.22,18500.0,12.41,16400.0,12.21,1800.0
225,12.315001,12.33,12.3,0.0,50.0,54.0,62.0,57.0,73.0,12.33,18500.0,12.3,16500.0,12.34,7800.0,12.29,13400.0,12.35,5900.0,12.28,5700.0,12.36,14500.0,12.27,4800.0,12.37,7700.0,12.26,7700.0,12.38,3800.0,12.25,16700.0,12.39,13800.0,12.24,17300.0,12.4,10900.0,12.23,4300.0,12.41,6300.0,12.22,7700.0,12.42,18800.0,12.21,5500.0
226,12.33,12.35,12.31,28.0,9.0,21.0,4.0,7.0,60.0,12.35,14100.0,12.31,3300.0,12.36,19100.0,12.3,13200.0,12.37,9100.0,12.29,7500.0,12.38,7700.0,12.28,5200.0,12.39,12300.0,12.27,17400.0,12.4,5500.0,12.26,15200.0,12.41,11700.0,12.25,15700.0,12.42,15600.0,12.24,1700.0,12.43,1400.0,12.23,18300.0,12.44,3900.0,12.22,11900.0
227,12.33,12.35,12.31,8.0,57.0,28.0,30.0,18.0,75.0,12.35,15300.0,12.31,10500.0,12.36,1100.0,12.3,1200.0,12.37,13700.0,12.29,18000.0,12.38,7500.0,12.28,11300.0,12.39,18700.0,12.27,16600.0,12.4,11200.0,12.26,13400.0,12.41,19200.0,12.25,16100.0,12.42,8900.0,12.24,14100.0,12.43,7200.0,12.23,18400.0,12.44,2700.0,12.22,5200.0
228,12.325001,12.34,12.31,50.0,9.0,7.0,39.0,49.0,37.0,12.34,7500.0,12.31,4800.0,12.35,12300.0,12.3,14500.0,12.36,17900.0,12.29,10500.0,12.37,12800.0,12.28,12300.0,12.38,1000.0,12.27,14400.0,12.39,1400.0,12.26,11400.0,12.4,19900.0,12.25,15900.0,12.41,10600.0,12.24,7000.0,12.42,16900.0,12.23,17300.0,12.43,7900.0,12.22,3000.0
229,12.33,12.35,12.31,70.0,48.0,32.0,77.0,24.0,62.0,12.35,12000.0,12.31,13000.0,12.36,18700.0,12.3,17900.0,12.37,5300.0,12.29,5800.0,12.38,19900.0,12.28,7200.0,12.39,9700.0,12.27,6800.0,12.4,8400.0,12.26,11700.0,12.41,6500.0,12.25,8800.0,12.42,7700.0,12.24,3000.0,12.43,15900.0,12.23,17900.0,12.44,10300.0,12.22,4800.0
230,12.32,12.34,12.3,30.0,15.0,45.0,64.0,8.0,23.0,12.34,13200.0,12.3,11100.0,12.35,11400.0,12.29,12300.0,12.36,14600.0,12.28,1700.0,12.37,2800.0,12.27,2800.0,12.38,3900.0,12.26,19400.0,12.39,14800.0,12.25,13600.0,12.4,14200.0,12.24,1600.0,12.41,5000.0,12.23,16000.0,12.42,9700.0,12.22,10600.0,12.43,15200.0,12.21,2400.0
231,12.315001,12.32,12.31,32.0,71.0,45.0,46.0,37.0,37.0,12.32,16100.0,12.31,13900.0,12.33,8600.0,12.3,10400.0,12.34,2400.0,12.29,4800.0,12.35,5600.0,12.28,17600.0,12.36,3100.0,12.27,6500.0,12.37,3500.0,12.26,6400.0,12.38,1200.0,12.25,6100.0,12.39,14700.0,12.24,15500.0,12.4,8200.0,12.23,14400.0,12.41,12700.0,12.22,18100.0
232,12.32,12.33,12.31,41.0,25.0,63.0,68.0,57.0,76.0,12.33,16200.0,12.31,5300.0,12.34,12100.0,12.3,15900.0,12.35,6800.0,12.29,11800.0,12.36,8600.0,12.28,6800.0,12.37,4700.0,12.27,1600.0,12.38,15200.0,12.26,16500.0,12.39,13300.0,12.25,5500.0,12.4,1300.0,12.24,13000.0,12.41,4700.0,12.23,11400.0,12.42,19400.0,12.22,1000.0
233,12.325,12.33,12.32,75.0,0.0,17.0,17.0,1.0,64.0,12.33,11900.0,12.32,19800.0,12.34,7300.0,12.31,16400.0,12.35,16700.0,12.3,10200.0,12.36,6800.0,12.29,13900.0,12.37,12700.0,12.28,10000.0,12.38,4600.0,12.27,15100.0,12.39,5000.0,12.26,3500.0,12.4,2200.0,12.25,9400.0,12.41,3200.0,12.24,7300.0,12.42,5500.0,12.23,9700.0
234,12.32,12.34,12.3,54.0,8.0,31.0,12.0,28.0,40.0,12.34,15700.0,12.3,9500.0,12.35,11500.0,12.29,3700.0,12.36,3100.0,12.28,19500.0,12.37,12700.0,12.27,1200.0,12.38,11700.0,12.26,1100.0,12.39,2400.0,12.25,8000.0,12.4,13400.0,12.24,12700.0,12.41,16000.0,12.23,4400.0,12.42,4600.0,12.22,11100.0,12.43,17500.0,12.21,14700.0
235,12.315001,12.33,12.3,76.0,31.0,63.0,66.0,71.0,20.0,12.33,13700.0,12.3,2700.0,12.34,17600.0,12.29,19700.0,12.35,12000.0,12.28,7300.0,12.36,13500.0,12.27,13200.0,12.37,18600.0,12.26,3100.0,12.38,10700.0,12.25,14400.0,12.39,7600.0,12.24,16900.0,12.4,2200.0,12.23,3000.0,12.41,16000.0,12.22,3300.0,12.42,8900.0,12.21,6300.0
236,12.309999,12.33,12.29,24.0,76.0,58.0,63.0,3.0,39.0,12.33,14000.0,12.29,1200.0,12.34,7700.0,12.28,19700.0,12.35,8000.0,12.27,12300.0,12.36,19700.0,12.26,12500.0,12.37,15300.0,12.25,19200.0,12.38,12700.0,12.24,16800.0,12.39,10600.0,12.23,16400.0,12.4,13100.0,12.22,7400.0,12.41,11600.0,12.21,7300.0,12.42,8500.0,12.2,6500.0
237,12.315001,12.33,12.3,58.0,23.0,39.0,38.0,6.0,40.0,12.33,10300.0,12.3,7500.0,12.34,12800.0,12.29,8000.0,12.35,10300.0,12.28,3600.0,12.36,8300.0,12.27,7700.0,12.37,19200.0,12.26,9400.0,12.38,1400.0,12.25,6800.0,12.39,14800.0,12.24,4100.0,12.4,4000.0,12.23,8000.0,12.41,7700.0,12.22,10100.0,12.42,1600.0,12.21,14600.0
238,12.309999,12.32,12.3,75.0,39.0,63.0,25.0,73.0,52.0,12.32,5000.0,12.3,14500.0,12.33,11700.0,12.29,4800.0,12.34,9900.0,12.28,1600.0,12.35,14300.0,12.27,6700.0,12.36,8200.0,12.26,3900.0,12.37,7900.0,12.25,8500.0,12.38,5200.0,12.24,19600.0,12.39,6300.0,12.23,4400.0,12.4,11400.0,12.22,7000.0,12.41,9600.0,12.21,14700.0
239,12.305,12.31,12.3,13.0,60.0,68.0,4.0,13.0,73.0,12.31,2400.0,12.3,10600.0,12.32,1400.0,12.29,1800.0,12.33,2700.0,12.28,4000.0,12.34,7600.0,12.27,18700.0,12.35,18200.0,12.26,2900.0,12.36,19800.0,12.25,13000.0,12.37,11500.0,12.24,16000.0,12.38,10200.0,12.23,6000.0,12.39,11000.0,12.22,14700.0,12.4,13900.0,12.21,4200.0
240,12.305,12.33,12.28,34.0,18.0,34.0,11.0,43.0,7.0,12.33,18800.0,12.28,6400.0,12.34,16500.0,12.27,6900.0,12.35,2200.0,12.26,19900.0,12.36,12100.0,12.25,5000.0,12.37,1000.0,12.24,3400.0,12.38,4200.0,12.23,18500.0,12.39,4300.0,12.22,4000.0,12.4,16900.0,12.21,17700.0,12.41,4900.0,12.2,13300.0,12.42,11100.0,12.19,11900.0
241,12.3,12.31,12.29,77.0,54.0,62.0,62.0,42.0,46.0,12.31,6900.0,12.29,15200.0,12.32,17700.0,12.28,14700.0,12.33,18100.0,12.27,3000.0,12.34,13400.0,12.26,19900.0,12.35,11100.0,12.25,18800.0,12.36,7600.0,12.24,18000.0,12.37,18800.0,12.23,12800.0,12.38,14300.0,12.22,10900.0,12.39,7000.0,12.21,11100.0,12.4,19200.0,12.2,1200.0
242,12.285,12.29,12.28,41.0,33.0,17.0,49.0,48.0,28.0,12.29,4800.0,12.28,10400.0,12.3,7400.0,12.27,12800.0,12.31,7800.0,12.26,13500.0,12.32,3000.0,12.25,7300.0,12.33,14100.0,12.24,9900.0,12.34,14500.0,12.23,13000.0,12.35,7200.0,12.22,9100.0,12.36,19300.0,12.21,19200.0,12.37,1600.0,12.2,14400.0,12.38,10300.0,12.19,1000.0
243,12.29,12.3,12.28,35.0,71.0,44.0,65.0,63.0,48.0,12.3,13000.0,12.28,1400.0,12.31,7000.0,12.27,14100.0,12.32,16400.0,12.26,8800.0,12.33,16300.0,12.25,16900.0,12.34,9500.0,12.24,4200.0,12.35,13500.0,12.23,1200.0,12.36,17900.0,12.22,8300.0,12.37,15400.0,12.21,14900.0,12.38,9900.0,12.2,19400.0,12.39,16100.0,12.19,17700.0
244,12.305,12.33,12.28,49.0,54.0,19.0,4.0,51.0,18.0,12.33,2700.0,12.28,10100.0,12.34,19000.0,12.27,16400.0,12.35,9600.0,12.26,2300.0,12.36,6300.0,12.25,11800.0,12.37,13100.0,12.24,18500.0,12.38,2700.0,12.23,8500.0,12.39,6100.0,12.22,19200.0,12.4,4100.0,12.21,5100.0,12.41,6600.0,12.2,3000.0,12.42,13200.0,12.19,10900.0
245,12.29,12.3,12.28,37.0,25.0,55.0,68.0,75.0,49.0,12.3,11500.0,12.28,18200.0,12.31,9200.0,12.27,6900.0,12.32,8100.0,12.26,16200.0,12.33,11000.0,12.25,4200.0,12.34,14100.0,12.24,15100.0,12.35,5700.0,12.23,11500.0,12.36,11700.0,12.22,4300.0,12.37,1100.0,12.21,14600.0,12.38,12600.0,12.2,14500.0,12.39,8100.0,12.19,10700.0
246,12.285,12.31,12.26,39.0,36.0,29.0,44.0,51.0,5.0,12.31,19600.0,12.26,5200.0,12.32,13400.0,12.25,3500.0,12.33,2200.0,12.24,19100.0,12.34,3400.0,12.23,13400.0,12.35,10700.0,12.22,16300.0,12.36,11300.0,12.21,14200.0,12.37,17900.0,12.2,16700.0,12.38,14700.0,12.19,4000.0,12.39,4200.0,12.18,10400.0,12.4,13500.0,12.17,13600.0
247,12.285,12.3,12.27,50.0,68.0,67.0,13.0,9.0,64.0,12.3,15900.0,12.27,2900.0,12.31,4200.0,12.26,3800.0,12.32,11200.0,12.25,13000.0,12.33,3100.0,12.24,17500.0,12.34,6700.0,12.23,13500.0,12.35,15200.0,12.22,1600.0,12.36,17400.0,12.21,19400.0,12.37,19200.0,12.2,3600.0,12.38,8400.0,12.19,5400.0,12.39,9500.0,12.18,19500.0
248,12.315001,12.34,12.29,14.0,29.0,73.0,76.0,47.0,29.0,12.34,15400.0,12.29,15600.0,12.35,9000.0,12.28,18700.0,12.36,18400.0,12.27,16300.0,12.37,16400.0,12.26,13300.0,12.38,2800.0,12.25,6400.0,12.39,15600.0,12.24,7200.0,12.4,4200.0,12.23,18900.0,12.41,10200.0,12.22,17300.0,12.42,6300.0,12.21,7800.0,12.43,7500.0,12.2,8000.0
249,12.299999,12.32,12.28,57.0,43.0,27.0,26.0,1.0,6.0,12.32,9300.0,12.28,6600.0,12.33,16400.0,12.27,7100.0,12.34,9300.0,12.26,17300.0,12.35,9300.0,12.25,1100.0,12.36,1000.0,12.24,9200.0,12.37,13300.0,12.23,18900.0,12.38,3400.0,12.22,11300.0,12.39,6400.0,12.21,9500.0,12.4,9400.0,12.2,6900.0,12.41,1300.0,12.19,2400.0
250,12.305,12.31,12.3,65.0,68.0,2.0,28.0,30.0,46.0,12.31,10900.0,12.3,5200.0,12.32,7200.0,12.29,2700.0,12.33,1900.0,12.28,3400.0,12.34,8100.0,12.27,4100.0,12.35,5300.0,12.26,6700.0,12.36,6500.0,12.25,1200.0,12.37,3200.0,12.24,19000.0,12.38,13600.0,12.23,3300.0,12.39,6300.0,12.22,8200.0,12.4,18200.0,12.21,17700.0
251,12.305,12.32,12.29,76.0,12.0,58.0,63.0,55.0,29.0,12.32,15600.0,12.29,3000.0,12.33,10300.0,12.28,10100.0,12.34,13100.0,12.27,17000.0,12.35,7000.0,12.26,11500.0,12.36,6000.0,12.25,4900.0,12.37,6900.0,12.24,14900.0,12.38,9300.0,12.23,13900.0,12.39,14100.0,12.22,7800.0,12.4,19100.0,12.21,1800.0,12.41,18000.0,12.2,1100.0
252,12.315001,12.33,12.3,60.0,67.0,73.0,37.0,76.0,73.0,12.33,8200.0,12.3,16600.0,12.34,14000.0,12.29,7100.0,12.35,17800.0,12.28,3600.0,12.36,13700.0,12.27,10800.0,12.37,4900.0,12.26,18400.0,12.38,15500.0,12.25,1100.0,12.39,2600.0,12.24,2000.0,12.4,8800.0,12.23,8900.0,12.41,14700.0,12.22,13800.0,12.42,1200.0,12.21,10000.0
253,12.3,12.31,12.29,77.0,66.0,73.0,60.0,21.0,74.0,12.31,15900.0,12.29,18000.0,12.32,6500.0,12.28,1800.0,12.33,3900.0,12.27,7400.0,12.34,9400.0,12.26,7600.0,12.35,2700.0,12.25,7400.0,12.36,6500.0,12.24,10200.0,12.37,2500.0,12.23,16000.0,12.38,8900.0,12.22,7000.0,12.39,18200.0,12.21,15100.0,12.4,3500.0,12.2,3700.0
254,12.305,12.32,12.29,41.0,43.0,18.0,45.0,7.0,51.0,12.32,1000.0,12.29,11600.0,12.33,7700.0,12.28,8100.0,12.34,10600.0,12.27,11200.0,12.35,1000.0,12.26,3000.0,12.36,15900.0,12.25,19100.0,12.37,16900.0,12.24,18200.0,12.38,9800.0,12.23,16700.0,12.39,17700.0,12.22,17900.0,12.4,3800.0,12.21,3700.0,12.41,8600.0,12.2,10500.0
255,12.315001,12.32,12.31,33.0,18.0,2.0,70.0,10.0,77.0,12.32,19200.0,12.31,7000.0,12.33,16700.0,12.3,17800.0,12.34,19300.0,12.29,4500.0,12.35,5500.0,12.28,5100.0,12.36,14900.0,12.27,14000.0,12.37,8700.0,12.26,2600.0,12.38,10800.0,12.25,14900.0,12.39,10000.0,12.24,6000.0,12.4,12200.0,12.23,13500.0,12.41,12200.0,12.22,17500.0
256,12.309999,12.33,12.29,55.0,11.0,6.0,20.0,32.0,8.0,12.33,6900.0,12.29,12500.0,12.34,17200.0,12.28,5000.0,12.35,6300.0,12.27,1900.0,12.36,8100.0,12.26,1800.0,12.37,15100.0,12.25,2600.0,12.38,14100.0,12.24,12000.0,12.39,19700.0,12.23,7600.0,12.4,7500.0,12.22,5600.0,12.41,11200.0,12.21,5100.0,12.42,3100.0,12.2,19000.0
257,12.315001,12.34,12.29,11.0,60.0,39.0,43.0,0.0,44.0,12.34,13900.0,12.29,3200.0,12.35,12700.0,12.28,6700.0,12.36,4400.0,12.27,9900.0,12.37,15900.0,12.26,1000.0,12.38,7700.0,12.25,18400.0,12.39,8400.0,12.24,2800.0,12.4,9100.0,12.23,13900.0,12.41,19900.0,12.22,12900.0,12.42,1900.0,12.21,16300.0,12.43,15800.0,12.2,13300.0
258,12.315001,12.32,12.31,34.0,30.0,21.0,15.0,25.0,62.0,12.32,18000.0,12.31,15600.0,12.33,5400.0,12.3,9000.0,12.34,10600.0,12.29,10200.0,12.35,13100.0,12.28,14300.0,12.36,2900.0,12.27,11800.0,12.37,1700.0,12.26,10700.0,12.38,9000.0,12.25,4900.0,12.39,19800.0,12.24,5900.0,12.4,2000.0,12.23,7800.0,12.41,15300.0,12.22,1100.0
259,12.305,12.32,12.29,73.0,42.0,11.0,24.0,77.0,24.0,12.32,10300.0,12.29,8900.0,12.33,17400.0,12.28,1000.0,12.34,1300.0,12.27,11700.0,12.35,4400.0,12.26,14300.0,12.36,6200.0,12.25,11600.0,12.37,1700.0,12.24,14100.0,12.38,10800.0,12.23,1000.0,12.39,6000.0,12.22,2100.0,12.4,1800.0,12.21,14200.0,12.41,9100.0,12.2,16200.0
260,12.299999,12.32,12.28,1.0,7.0,15.0,79.0,28.0,36.0,12.32,5800.0,12.28,14600.0,12.33,12600.0,12.27,13500.0,12.34,16700.0,12.26,14400.0,12.35,15100.0,12.25,15000.0,12.36,9400.0,12.24,14700.0,12.37,17000.0,12.23,15000.0,12.38,12500.0,12.22,2400.0,12.39,9200.0,12.21,2200.0,12.4,2900.0,12.2,7800.0,12.41,9800.0,12.19,11000.0
261,12.305,12.31,12.3,9.0,41.0,30.0,32.0,58.0,68.0,12.31,18100.0,12.3,15400.0,12.32,9000.0,12.29,7300.0,12.33,14500.0,12.28,6200.0,12.34,17700.0,12.27,15800.0,12.35,13900.0,12.26,5700.0,12.36,12800.0,12.25,16500.0,12.37,2300.0,12.24,4300.0,12.38,10700.0,12.23,7800.0,12.39,14400.0,12.22,8600.0,12.4,19900.0,12.21,6600.0
262,12.3,12.31,12.29,52.0,5.0,4.0,56.0,12.0,70.0,12.31,7800.0,12.29,1000.0,12.32,5700.0,12.28,5400.0,12.33,15400.0,12.27,7400.0,12.34,4800.0,12.26,6900.0,12.35,11600.0,12.25,15900.0,12.36,19500.0,12.24,1800.0,12.37,16900.0,12.23,8300.0,12.38,16300.0,12.22,1700.0,12.39,12800.0,12.21,18600.0,12.4,1700.0,12.2,16000.0
263,12.3,12.31,12.29,44.0,42.0,66.0,23.0,27.0,71.0,12.31,3100.0,12.29,19600.0,12.32,15100.0,12.28,18200.0,12.33,18000.0,12.27,7000.0,12.34,8900.0,12.26,14100.0,12.35,4300.0,12.25,6800.0,12.36,2800.0,12.24,17800.0,12.37,5700.0,12.23,8800.0,12.38,9500.0,12.22,8100.0,12.39,15700.0,12.21,18300.0,12.4,11800.0,12.2,16800.0
264,12.305,12.31,12.3,61.0,67.0,76.0,2.0,37.0,57.0,12.31,3100.0,12.3,19300.0,12.32,3200.0,12.29,2200.0,12.33,1400.0,12.28,5600.0,12.34,16900.0,12.27,6700.0,12.35,16000.0,12.26,9000.0,12.36,2900.0,12.25,9900.0,12.37,5400.0,12.24,6500.0,12.38,10800.0,12.23,16000.0,12.39,12100.0,12.22,5200.0,12.4,14600.0,12.21,14200.0
265,12.305,12.33,12.28,13.0,78.0,15.0,51.0,47.0,23.0,12.33,5500.0,12.28,17100.0,12.34,17000.0,12.27,12400.0,12.35,6600.0,12.26,7700.0,12.36,9300.0,12.25,4500.0,12.37,6800.0,12.24,3500.0,12.38,3900.0,12.23,15100.0,12.39,3400.0,12.22,9900.0,12.4,9100.0,12.21,1800.0,12.41,16700.0,12.2,19600.0,12.42,13100.0,12.19,13700.0
266,12.305,12.32,12.29,34.0,67.0,46.0,17.0,43.0,10.0,12.32,5400.0,12.29,17000.0,12.33,15900.0,12.28,9300.0,12.34,14400.0,12.27,19100.0,12.35,12400.0,12.26,4700.0,12.36,7200.0,12.25,4500.0,12.37,7200.0,12.24,17900.0,12.38,4600.0,12.23,17900.0,12.39,6400.0,12.22,10400.0,12.4,11000.0,12.21,3300.0,12.41,4400.0,12.2,6700.0
267,12.309999,12.33,12.29,28.0,46.0,2.0,39.0,71.0,58.0,12.33,2100.0,12.29,15300.0,12.34,11300.0,12.28,17000.0,12.35,17300.0,12.27,7600.0,12.36,16500.0,12.26,2100.0,12.37,9100.0,12.25,13600.0,12.38,9800.0,12.24,15000.0,12.39,17300.0,12.23,9000.0,12.4,6200.0,12.22,12000.0,12.41,17500.0,12.21,19700.0,12.42,16400.0,12.2,5600.0
268,12.315001,12.33,12.3,75.0,59.0,6.0,61.0,77.0,3.0,12.33,4900.0,12.3,11800.0,12.34,8600.0,12.29,12600.0,12.35,18500.0,12.28,11400.0,12.36,7700.0,12.27,17500.0,12.37,9300.0,12.26,12400.0,12.38,3500.0,12.25,10600.0,12.39,9000.0,12.24,3300.0,12.4,5000.0,12.23,14300.0,12.41,4400.0,12.22,3500.0,12.42,2000.0,12.21,1500.0
269,12.315001,12.34,12.29,42.0,3.0,22.0,45.0,72.0,76.0,12.34,9200.0,12.29,10200.0,12.35,12800.0,12.28,11800.0,12.36,11100.0,12.27,19900.0,12.37,5700.0,12.26,14500.0,12.38,2500.0,12.25,17100.0,12.39,7800.0,12.24,7500.0,12.4,3500.0,12.23,10600.0,12.41,8500.0,12.22,19500.0,12.42,4300.0,12.21,8900.0,12.43,18100.0,12.2,16300.0
270,12.305,12.33,12.28,9.0,54.0,67.0,4.0,60.0,17.0,12.33,15500.0,12.28,10900.0,12.34,17500.0,12.27,5200.0,12.35,16300.0,12.26,12000.0,12.36,7600.0,12.25,5100.0,12.37,10900.0,12.24,1000.0,12.38,14500.0,12.23,5400.0,12.39,8300.0,12.22,4600.0,12.4,9800.0,12.21,8000.0,12.41,4500.0,12.2,17800.0,12.42,15400.0,12.19,8300.0
